t0,interval,date_start,date_end,semi-major axis,eccentricity,inclination,longitude of ascending node (Ω) (rads),longitude of ascending node (Ω) (degs),argument of pericenter (ω) (rads),argument of pericenter (ω) (degs),mean anomaly (rads),mean anomaly (degs)
2451544.50000000000000000000,0.00000000000000000000,2000-01-01 00:00:00.000,2000-01-01 00:00:00.000,26549.00000000001455191523,0.00100000000000049572,2.86233997327069999983,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
2451544.50000000000000000000,2592000.00000000000000000000,2000-01-01 00:00:00.000,2000-01-31 00:00:00.000,26548.68062102381009026431,0.00093942690235917809,2.86263383352743705501,0.03771498308965621354,2.16090935544457085626,0.15032458388266192739,8.61296421353684671374,1.25703029633901808282,72.02253070030491244324
2451544.50000000000000000000,5184000.00000000000000000000,2000-01-01 00:00:00.000,2000-03-01 00:00:00.000,26548.87047459126915782690,0.00085332245216818018,2.86295506956764711504,0.07470952677141924625,4.28054057342195815039,0.17273343787432882124,9.89689697098424758792,2.64104434878223814920,151.32069469209920953290
2451544.50000000000000000000,7776000.00000000000000000000,2000-01-01 00:00:00.000,2000-03-31 00:00:00.000,26548.73427899829766829498,0.00088445281788233649,2.86311948177692432438,0.11092536507195667472,6.35555525957099298751,0.13166117562331311475,7.54362968894655772090,-2.19558834081922782389,-125.79794547707271590298
2451544.50000000000000000000,10368000.00000000000000000000,2000-01-01 00:00:00.000,2000-04-30 00:00:00.000,26548.86081111542080179788,0.00100874901975446974,2.86295812391265291907,0.14731029739296191972,8.44025831943373106014,0.20353736197405683517,11.66183181433998683474,-0.86175909929575633672,-49.37515934664207151172
2451544.50000000000000000000,12960000.00000000000000000000,2000-01-01 00:00:00.000,2000-05-30 00:00:00.000,26548.71195025235283537768,0.00103570895269388947,2.86265146983579876760,0.18414588619570218531,10.55078209371010267148,0.35142766648485512793,20.13532209371328818293,0.39669115402699156592,22.72872889592068901266
2451544.50000000000000000000,15552000.00000000000000000000,2000-01-01 00:00:00.000,2000-06-29 00:00:00.000,26548.88708442187635228038,0.00096053166547520590,2.86243200520250873353,0.22191609243261897766,12.71485550242413431477,0.48370763029732316562,27.71440573431096865420,1.67183601426885153352,95.78914765557847488253
2451544.50000000000000000000,18144000.00000000000000000000,2000-01-01 00:00:00.000,2000-07-29 00:00:00.000,26548.83660457725636661053,0.00090495918656104634,2.86245240837481818019,0.25980856477553482264,14.88593424298941059192,0.46115722432787065177,26.42236264595472050587,3.10184826233687616082,177.72281412189119009781
2451544.50000000000000000000,20736000.00000000000000000000,2000-01-01 00:00:00.000,2000-08-28 00:00:00.000,26548.58095003081325558014,0.00096897427817974947,2.86274129778481434272,0.29734211786620673434,17.03644842521511648670,0.46641394764843646659,26.72355070629113882319,-1.77993608383842549792,-101.98282540698563991555
2451544.50000000000000000000,23328000.00000000000000000000,2000-01-01 00:00:00.000,2000-09-27 00:00:00.000,26549.22598698122601490468,0.00109084997140656594,2.86292053436605709038,0.33377227734535758197,19.12374281035896927960,0.57084823571810894283,32.70719464913681662210,-0.47924701923892454314,-27.45883154661534319985
