t0,interval,date_start,date_end,semi-major axis,eccentricity,inclination,longitude of ascending node (Ω) (rads),longitude of ascending node (Ω) (degs),argument of pericenter (ω) (rads),argument of pericenter (ω) (degs),mean anomaly (rads),mean anomaly (degs),M_dot,Omega_dot,omega_dot
2451544.50000000000000000000,0.00000000000000000000,2000-01-01 00:00:00.000,2000-01-01 00:00:00.000,26549.00000000001455191523,0.00100000000000040009,2.86233997327069999983,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00014594749208504324,0.00000001356329057520,0.00000000141801384225
2451544.50000000000000000000,2592000.00000000000000000000,2000-01-01 00:00:00.000,2000-01-31 00:00:00.000,26548.68062102380645228550,0.00093942690235910003,2.86263383352743661092,0.03771498308965619967,2.16090935544457085626,0.15032458388266189964,8.61296421353684671374,1.25703029633901808282,72.02253070030491244324,0.00014595012570183877,0.00000001356497233858,0.00000000141796543945
2451544.50000000000000000000,5184000.00000000000000000000,2000-01-01 00:00:00.000,2000-03-01 00:00:00.000,26548.87047459126915782690,0.00085332245216809995,2.86295506956764711504,0.07470952677141920462,4.28054057342195815039,0.17273343787432879348,9.89689697098424758792,2.64104434878223814920,151.32069469209920953290,0.00014594856014921810,0.00000001356589296415,0.00000000141790225465
2451544.50000000000000000000,7776000.00000000000000000000,2000-01-01 00:00:00.000,2000-03-31 00:00:00.000,26548.73427899829766829498,0.00088445281788229995,2.86311948177692432438,0.11092536507195660533,6.35555525957099298751,0.13166117562331308699,7.54362968894655860908,-2.19558834081922782389,-125.79794547707271590298,0.00014594968322966198,0.00000001356676376193,0.00000000141787432393
2451544.50000000000000000000,10368000.00000000000000000000,2000-01-01 00:00:00.000,2000-04-30 00:00:00.000,26548.86081111542080179788,0.00100874901975439991,2.86295812391265291907,0.14731029739296189196,8.44025831943373106014,0.20353736197405680741,11.66183181433998683474,-0.86175909929575633672,-49.37515934664207151172,0.00014594863983458716,0.00000001356592909066,0.00000000141790188102
2451544.50000000000000000000,12960000.00000000000000000000,2000-01-01 00:00:00.000,2000-05-30 00:00:00.000,26548.71195025235283537768,0.00103570895269379992,2.86265146983579876760,0.18414588619570210204,10.55078209371010267148,0.35142766648485507242,20.13532209371328818293,0.39669115402699151041,22.72872889592068901266,0.00014594986735577453,0.00000001356499278698,0.00000000141796158124
2451544.50000000000000000000,15552000.00000000000000000000,2000-01-01 00:00:00.000,2000-06-29 00:00:00.000,26548.88708442187635228038,0.00096053166547520005,2.86243200520250873353,0.22191609243261889439,12.71485550242413431477,0.48370763029732311011,27.71440573431096865420,1.67183601426885153352,95.78914765557847488253,0.00014594842318412754,0.00000001356383818876,0.00000000141799893334
2451544.50000000000000000000,18144000.00000000000000000000,2000-01-01 00:00:00.000,2000-07-29 00:00:00.000,26548.83660457725636661053,0.00090495918656100004,2.86245240837481818019,0.25980856477553482264,14.88593424298941059192,0.46115722432787059626,26.42236264595472050587,3.10184826233687616082,177.72281412189119009781,0.00014594883944288892,0.00000001356400046615,0.00000000141799610783
2451544.50000000000000000000,20736000.00000000000000000000,2000-01-01 00:00:00.000,2000-08-28 00:00:00.000,26548.58095003081325558014,0.00096897427817970003,2.86274129778481434272,0.29734211786620667883,17.03644842521511648670,0.46641394764843641108,26.72355070629113527048,-1.77993608383842549792,-101.98282540698563991555,0.00014595094761060503,0.00000001356556069022,0.00000000141794740245
2451544.50000000000000000000,23328000.00000000000000000000,2000-01-01 00:00:00.000,2000-09-27 00:00:00.000,26549.22598698122237692587,0.00109084997140650002,2.86292053436605664629,0.33377227734535752646,19.12374281035896927960,0.57084823571810894283,32.70719464913681662210,-0.47924701923892448763,-27.45883154661534319985,0.00014594562863168037,0.00000001356516738314,0.00000000141790194741
