t0,interval,date_start,date_end,semi-major axis,eccentricity,inclination,longitude of ascending node (Ω) (rads),longitude of ascending node (Ω) (degs),argument of pericenter (ω) (rads),argument of pericenter (ω) (degs),mean anomaly (rads),mean anomaly (degs),M_dot,Omega_dot,omega_dot,theta,Phi_1,Phi_2,Phi_3,Phi_4,Phi_5,Phi_1_deg,Phi_2_deg,Phi_3_deg,Phi_4_deg,Phi_5_deg
2451544.5,0.0,2000-01-01 00:00:00.000,2000-01-01 00:00:00.000,26563.499999999967,0.0009999999999987,0.41887902047864,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0001458280076525,-1.28666381e-08,4.0764177e-08,1.7447671633306394,-3.489534326661279,-3.489534326661279,-3.489534326661279,-3.489534326661279,-3.489534326661279,160.0644106162831,160.0644106162831,160.0644106162831,160.0644106162831,160.0644106162831
2451544.5,2592000.0,2000-01-01 00:00:00.000,2000-01-31 00:00:00.000,26563.21908346392,0.000974563085814,0.4187432283048881,-0.0325127312420242,-1.8628422806111264,0.15630095541825,8.955385079328167,0.9243356061099915,52.9605290837694,0.0001458303209418,-1.2867867e-08,4.07547424e-08,2.260850917492696,-3.4735780046991747,-3.506090735941199,-3.349789780522949,-3.4085525422151264,-4.040019064679997,160.97864052126363,159.11579824065257,168.07118331998072,164.70432508248587,128.52395844144576
2451544.5,5184000.0,2000-01-01 00:00:00.000,2000-03-01 00:00:00.000,26563.62256225704,0.0009482098882796,0.4186242813724835,-0.065109525180101,-3.7305009989205535,0.2649887160662576,15.182735049187079,1.890956169638348,108.34380776450148,0.0001458269983969,-1.28678969e-08,4.07430931e-08,2.776934671663888,-3.463033982803271,-3.528143507983372,-3.263154791917114,-3.3328149324430694,-4.453328706542347,161.58276847499246,157.85226747607192,173.03500252525896,169.04377047283356,104.84306033066957
2451544.5,7776000.0,2000-01-01 00:00:00.000,2000-03-31 00:00:00.000,26564.395187437447,0.0009094155307976,0.418493380777931,-0.0975702833352218,-5.590365441003848,0.3106655612807909,17.79982550145217,2.9151272319859256,167.0244871364476,0.0001458206363779,-1.28674e-08,4.07285675e-08,3.2930184258442154,-3.457814341756936,-3.5553846250921577,-3.2447190638113668,-3.2626737750864927,-4.682521875604975,161.88183187752065,156.29146643651688,174.091291937969,173.06256275952842,91.7112590501527
2451544.5,10368000.0,2000-01-01 00:00:00.000,2000-04-30 00:00:00.000,26563.828937435,0.0009750373826179,0.4182782064429541,-0.1300917944032078,-7.453710768587436,0.3356679625699031,19.23235757301074,-2.3285243207351702,-133.4146160716921,0.0001458252989988,-1.28695464e-08,4.07142792e-08,3.8091021800336784,-9.741152512635832,-9.87124430703904,-9.535576344469137,-9.480968923829415,-11.138431783555165,161.87307343270948,154.419362664122,173.65172023713285,176.78049496988444,81.81486840791501
2451544.5,12960000.0,2000-01-01 00:00:00.000,2000-05-30 00:00:00.000,26564.09197938103,0.0010472911790962,0.418088806209439,-0.1627658085521853,-9.325793879074581,0.4043227973519886,23.165989849192204,-1.337892288624486,-76.65558158128164,0.0001458231330255,-1.28702097e-08,4.06977442e-08,4.325185934232277,-9.746707168289236,-9.909472976841421,-9.505150179489434,-9.421175551184865,-11.447972986001758,161.55481510712104,152.22902122804635,175.39501107723856,180.2064028652702,64.07946392232054
2451544.5,15552000.0,2000-01-01 00:00:00.000,2000-06-29 00:00:00.000,26564.851008152284,0.0011410331155348,0.4179229819320404,-0.1953156703752018,-11.190763585267431,0.5142446391426228,29.46404746010031,-0.3939790428663403,-22.573336372845052,0.0001458168832354,-1.28699402e-08,4.06805213e-08,4.84126968844001,-9.75758945097894,-9.95290512135414,-9.43866048221152,-9.366958110228536,-11.886270379532414,160.93130623753257,149.74054265226528,179.2045901123655,183.3128334080675,38.96687310142943
2451544.5,18144000.0,2000-01-01 00:00:00.000,2000-07-29 00:00:00.000,26564.585437380578,0.0011546577730747,0.4176954245770623,-0.2278097977276382,-13.052539941522642,0.6467140134145896,37.05398352062289,0.5219562295904405,29.905889046093655,0.0001458190698759,-1.28716691e-08,4.06637338e-08,5.357353442656879,-9.773846440036365,-10.001656237764005,-9.354942224349415,-9.31822684458109,-12.397417873463048,159.99984937695183,146.94730943542913,184.001292956052,186.104929259997,9.680278990515262
2451544.5,20736000.0,2000-01-01 00:00:00.000,2000-08-28 00:00:00.000,26565.23397061248,0.0011589686426371,0.4174376465331021,-0.2603250294086563,-14.915525486735044,0.756189668515523,43.32647651733622,1.4555462349538784,83.39665614901453,0.0001458137301185,-1.28720966e-08,4.06398002e-08,5.873437196882883,-9.795463519705022,-10.055788549113677,-9.299598880598154,-9.274813460887708,-12.84500761347756,158.76128194653973,143.84575645980476,187.172232977141,188.59233292000988,344.035275934326
2451544.5,23328000.0,2000-01-01 00:00:00.000,2000-09-27 00:00:00.000,26566.099321253725,0.0011214290095585,0.4171137868647395,-0.2928295260522785,-16.77789595961175,0.8318207244222819,47.65981682091148,2.4177417421903478,138.52639778011368,0.0001458066056828,-1.28725483e-08,4.06095196e-08,6.389520951118023,-9.822308961675695,-10.115138487727972,-9.283317763305691,-9.236649909571138,-13.196259713099376,157.2231514224568,140.44525546284513,188.1050722837566,190.77894334168025,323.9100130808871
2451544.5,25920000.0,2000-01-01 00:00:00.000,2000-10-27 00:00:00.000,26565.61016841863,0.0011588610993868,0.4167395816994691,-0.3255824747288675,-18.6545016853889,0.857383184760067,49.12443791223713,-2.858155998644592,-163.76027591233415,0.000145810632809,-1.28754723e-08,4.05823283e-08,6.905604705362299,-16.13756469933799,-16.463147174066858,-15.60576398930679,-15.486399749880254,-19.686461677804793,155.38565110862987,136.73114942324094,185.85558733547816,192.69465447940775,312.04883231575195
2451544.5,28512000.0,2000-01-01 00:00:00.000,2000-11-26 00:00:00.000,26565.76716441558,0.0012158137834459,0.4164713410727279,-0.3584830313826055,-20.539564725279135,0.917291171553087,52.556912714602646,-1.8902307516082928,-108.30224437299664,0.0001458093402629,-1.28767512e-08,4.05602305e-08,7.42168845961571,-16.174799530669233,-16.533282562051838,-15.61599139049875,-15.45783346790402,-20.00212213947631,153.25225242246813,132.71268769718904,185.26960041179177,194.33138187302654,293.9628201028229
2451544.5,31104000.0,2000-01-01 00:00:00.000,2000-12-26 00:00:00.000,26566.35710963766,0.0013041378795771,0.4162539876500145,-0.3910733812101571,-22.406854223252758,1.0007811729008975,57.34053742337375,-0.9511423642365124,-54.49644318684707,0.0001458044834221,-1.28770438e-08,4.05399396e-08,7.937772213878255,-16.21697900030228,-16.608052381512437,-15.607271208611541,-15.434832237881968,-20.39254266263545,150.83554683039426,128.42869260714167,185.76923003051525,195.64925527689968,271.5933718905146
2451544.5,33696000.0,2000-01-01 00:00:00.000,2001-01-25 00:00:00.000,26565.901370462776,0.0013368804659383,0.4159072849442695,-0.423476261623668,-24.263402515014047,1.1339904491622308,64.97286674514037,-0.066759299590301,-3.8250261097737,0.0001458082353614,-1.28797536e-08,4.05148835e-08,8.453855968149936,-16.26395704835161,-16.687433309975276,-15.553442860813048,-15.417004525104275,-20.936357180709308,148.14390294740497,123.88050043239105,188.85336717753125,196.67070797743304,240.43509516694166
2451544.5,36288000.0,2000-01-01 00:00:00.000,2001-02-24 00:00:00.000,26566.22713131487,0.0013440759384586,0.4154588564019324,-0.4560510531141496,-26.12980058593731,1.2471761557609389,71.45793003445237,0.833190126926032,47.73827780483101,0.0001458055534712,-1.28817785e-08,4.04778068e-08,8.969939722430752,-16.31556421528868,-16.771615268402833,-15.524439112641891,-15.403462109060383,-21.42524584191395,145.18703008928367,119.05722950334632,190.5151595377988,197.44663126115825,212.42383822811462
2451544.5,38880000.0,2000-01-01 00:00:00.000,2001-03-26 00:00:00.000,26567.211395885854,0.0013115077908433,0.4149874507483968,-0.4888347653487769,-28.008168933752856,1.3596076552059788,77.89978043698062,1.7297444464423275,99.10705641733824,0.0001457974508193,-1.28828666e-08,4.0435608e-08,9.486023476720705,-16.37152961714188,-16.86036438249066,-15.50075672728468,-15.393860086444327,-21.916856878806147,141.98044876434176,113.97227983058883,191.8720602675695,197.99678663184739,184.2566006521413
2451544.5,41472000.0,2000-01-01 00:00:00.000,2001-04-25 00:00:00.000,26567.01119671383,0.0012902201050162,0.4145471059956488,-0.5218479717652543,-29.89968632961122,1.4021606804421771,80.33788918852848,2.6922307262169234,154.2534580876703,0.0001457990988359,-1.28856861e-08,4.04020773e-08,10.00210723101979,-16.431671027145732,-16.953518998910987,-15.551358318468811,-15.387975083615226,-22.20369698376803,138.53459979715512,108.63491346754392,188.9728026560723,198.33397245637752,167.82187324273605
2451544.5,44064000.0,2000-01-01 00:00:00.000,2001-05-25 00:00:00.000,26567.074427610925,0.0013240985478897,0.4142291950261624,-0.5548696953437114,-31.791691722904453,1.4502006877124198,83.09037885289116,-2.637876813545766,-151.1392082915904,0.000145798578323,-1.28873884e-08,4.03768392e-08,10.518190985328012,-22.77892779183308,-23.333797487176792,-21.883596799464375,-21.669188401145657,-28.794138941001474,134.86357569470874,103.07188397180425,186.1622628246953,198.4469591405175,150.21736396732172
2451544.5,46656000.0,2000-01-01 00:00:00.000,2001-06-24 00:00:00.000,26567.80095849087,0.0013972191907536,0.4139290877341271,-0.5874891910084186,-33.66065115433747,1.4996796977338247,85.92531730160316,-1.690105204318992,-96.83589514057392,0.0001457925977879,-1.28879216e-08,4.03496028e-08,11.034274739645372,-22.846464176884332,-23.43395336789275,-21.934273670158927,-21.671485794867493,-29.10797084311106,130.99402586770157,97.33337471336404,183.2586920149672,198.3153281763764,132.2361204998797
2451544.5,49248000.0,2000-01-01 00:00:00.000,2001-07-24 00:00:00.000,26567.423539081286,0.0014925423252961,0.4134461597657214,-0.6199556175044261,-35.520840368430406,1.6148993520933788,92.52691721336174,-0.811269306878659,-46.48230733265078,0.0001457957045147,-1.28912703e-08,4.03138511e-08,11.550358493971867,-22.91704256023344,-23.536998177737864,-21.92209882564449,-21.67713132522459,-29.621607469026856,126.95018237694126,91.42934200851096,183.95625922187241,197.99186311380186,102.80690963156485
