t0,interval,date_start,date_end,semi-major axis,eccentricity,inclination,longitude of ascending node (Ω) (rads),longitude of ascending node (Ω) (degs),argument of pericenter (ω) (rads),argument of pericenter (ω) (degs),mean anomaly (rads),mean anomaly (degs),M_dot,Omega_dot,omega_dot
2451544.50000000000000000000,0.00000000000000000000,2000-01-01 00:00:00.000,2000-01-01 00:00:00.000,26563.49999999996725819074,0.00099999999999870006,0.41887902047864000732,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00014582800765252372,-0.00000001286663810152,0.00000004076417705947
2451544.50000000000000000000,2592000.00000000000000000000,2000-01-01 00:00:00.000,2000-01-31 00:00:00.000,26563.21908346392228850164,0.00097456308581409998,0.41874322830488819314,-0.03251273124202420234,-1.86284228061112644426,0.15630095541825000938,8.95538507932816685297,0.92433560610999176976,52.96052908376940138169,0.00014583032094182870,-0.00000001286786705182,0.00000004075474249231
2451544.50000000000000000000,5184000.00000000000000000000,2000-01-01 00:00:00.000,2000-03-01 00:00:00.000,26563.62256225703822565265,0.00094820988827960004,0.41862428137248358651,-0.06510952518010100498,-3.73050099892055353479,0.26498871606625767905,15.18273504918707850209,1.89095616963834789459,108.34380776450147720880,0.00014582699839696544,-0.00000001286789697429,0.00000004074309318638
2451544.50000000000000000000,7776000.00000000000000000000,2000-01-01 00:00:00.000,2000-03-31 00:00:00.000,26564.39518743744702078402,0.00090941553079769996,0.41849338077793107882,-0.09757028333522189956,-5.59036544100384791278,0.31066556128079098054,17.79982550145216890769,2.91512723198592560436,167.02448713644758981900,0.00014582063637794165,-0.00000001286740000471,0.00000004072856754077
2451544.50000000000000000000,10368000.00000000000000000000,2000-01-01 00:00:00.000,2000-04-30 00:00:00.000,26563.82893743499880656600,0.00097503738261790003,0.41827820644295410357,-0.13009179440320781107,-7.45371076858743641935,0.33566796256990311109,19.23235757301074144721,-2.32852432073517023881,-133.41461607169210878965,0.00014582529899882725,-0.00000001286954644072,0.00000004071427920977
2451544.50000000000000000000,12960000.00000000000000000000,2000-01-01 00:00:00.000,2000-05-30 00:00:00.000,26564.09197938103170599788,0.00104729117909620000,0.41808880620943900119,-0.16276580855218530930,-9.32579387907458112750,0.40432279735198861648,23.16598984919220427514,-1.33789228862448594803,-76.65558158128163768197,0.00014582313302555577,-0.00000001287020970716,0.00000004069774421700
2451544.50000000000000000000,15552000.00000000000000000000,2000-01-01 00:00:00.000,2000-06-29 00:00:00.000,26564.85100815228361170739,0.00114103311553480011,0.41792298193204041601,-0.19531567037520189412,-11.19076358526743319999,0.51424463914262286135,29.46404746010031061587,-0.39397904286634038984,-22.57333637284505201137,0.00014581688323540213,-0.00000001286994024006,0.00000004068052139839
2451544.50000000000000000000,18144000.00000000000000000000,2000-01-01 00:00:00.000,2000-07-29 00:00:00.000,26564.58543738057778682560,0.00115465777307470008,0.41769542457706237970,-0.22780979772763820801,-13.05253994152264240824,0.64671401341458967238,37.05398352062289291098,0.52195622959044052358,29.90588904609365528131,0.00014581906987590614,-0.00000001287166912270,0.00000004066373384441
2451544.50000000000000000000,20736000.00000000000000000000,2000-01-01 00:00:00.000,2000-08-28 00:00:00.000,26565.23397061248033423908,0.00115896864263710002,0.41743764653310211354,-0.26032502940865631658,-14.91552548673504396959,0.75618966851552305020,43.32647651733621785297,1.45554623495387835952,83.39665614901453238872,0.00014581373011856067,-0.00000001287209663373,0.00000004063980023814
2451544.50000000000000000000,23328000.00000000000000000000,2000-01-01 00:00:00.000,2000-09-27 00:00:00.000,26566.09932125372506561689,0.00112142900955859996,0.41711378686473959965,-0.29282952605227852150,-16.77789595961175095340,0.83182072442228194298,47.65981682091148030622,2.41774174219034776456,138.52639778011368321131,0.00014580660568287677,-0.00000001287254836084,0.00000004060951961253
2451544.50000000000000000000,25920000.00000000000000000000,2000-01-01 00:00:00.000,2000-10-27 00:00:00.000,26565.61016841862874571234,0.00115886109938689993,0.41673958169946917485,-0.32558247472886758800,-18.65450168538890096670,0.85738318476006702973,49.12443791223712707961,-2.85815599864459191082,-163.76027591233415137140,0.00014581063280906010,-0.00000001287547235657,0.00000004058232834571
2451544.50000000000000000000,28512000.00000000000000000000,2000-01-01 00:00:00.000,2000-11-26 00:00:00.000,26565.76716441558164660819,0.00121581378344599996,0.41647134107272798520,-0.35848303138260551037,-20.53956472527913490467,0.91729117155308703691,52.55691271460264601956,-1.89023075160829279184,-108.30224437299663975409,0.00014580934026299687,-0.00000001287675120647,0.00000004056023055456
2451544.50000000000000000000,31104000.00000000000000000000,2000-01-01 00:00:00.000,2000-12-26 00:00:00.000,26566.35710963766177883372,0.00130413787957710009,0.41625398765001458967,-0.39107338121015711163,-22.40685422325275766298,1.00078117290089751990,57.34053742337375325633,-0.95114236423651254970,-54.49644318684706689737,0.00014580448342212186,-0.00000001287704386441,0.00000004053993967690
2451544.50000000000000000000,33696000.00000000000000000000,2000-01-01 00:00:00.000,2001-01-25 00:00:00.000,26565.90137046277595800348,0.00133688046593830002,0.41590728494426959516,-0.42347626162366802660,-24.26340251501404665646,1.13399044916223079582,64.97286674514036519668,-0.06675929959030109384,-3.82502610977370016698,0.00014580823536144202,-0.00000001287975363567,0.00000004051488359961
2451544.50000000000000000000,36288000.00000000000000000000,2000-01-01 00:00:00.000,2001-02-24 00:00:00.000,26566.22713131487034843303,0.00134407593845860002,0.41545885640193241928,-0.45605105311414961822,-26.12980058593731058636,1.24717615576093887597,71.45793003445237445703,0.83319012692603200421,47.73827780483100724496,0.00014580555347124650,-0.00000001288177857104,0.00000004047780686185
2451544.50000000000000000000,38880000.00000000000000000000,2000-01-01 00:00:00.000,2001-03-26 00:00:00.000,26567.21139588585356250405,0.00131150779084330009,0.41498745074839687996,-0.48883476534877690067,-28.00816893375285587808,1.35960765520597881562,77.89978043698062037947,1.72974444644232749901,99.10705641733824222683,0.00014579745081930555,-0.00000001288286668877,0.00000004043560808561
2451544.50000000000000000000,41472000.00000000000000000000,2000-01-01 00:00:00.000,2001-04-25 00:00:00.000,26567.01119671382912201807,0.00129022010501620007,0.41454710599564881246,-0.52184797176525432594,-29.89968632961122096958,1.40216068044217712085,80.33788918852847871221,2.69223072621692338657,154.25345808767031030584,0.00014579909883592149,-0.00000001288568618948,0.00000004040207736650
2451544.50000000000000000000,44064000.00000000000000000000,2000-01-01 00:00:00.000,2001-05-25 00:00:00.000,26567.07442761092534055933,0.00132409854788970009,0.41422919502616240006,-0.55486969534371144430,-31.79169172290445288809,1.45020068771241983363,83.09037885289116331933,-2.63787681354576619697,-151.13920829159039271872,0.00014579857832307648,-0.00000001288738849543,0.00000004037683928822
2451544.50000000000000000000,46656000.00000000000000000000,2000-01-01 00:00:00.000,2001-06-24 00:00:00.000,26567.80095849086865200661,0.00139721919075360009,0.41392908773412717682,-0.58748919100841867635,-33.66065115433747223506,1.49967969773382470144,85.92531730160315817102,-1.69010520431899191607,-96.83589514057392477753,0.00014579259778791360,-0.00000001288792163525,0.00000004034960285451
2451544.50000000000000000000,49248000.00000000000000000000,2000-01-01 00:00:00.000,2001-07-24 00:00:00.000,26567.42353908128643524833,0.00149254232529610008,0.41344615976572141047,-0.61995561750442618187,-35.52084036843040593112,1.61489935209337875932,92.52691721336174168755,-0.81126930687865905778,-46.48230733265077674332,0.00014579570451473940,-0.00000001289127035209,0.00000004031385116275
2451544.50000000000000000000,51840000.00000000000000000000,2000-01-01 00:00:00.000,2001-08-23 00:00:00.000,26567.11654361968976445496,0.00153237284038349993,0.41285711866531610292,-0.65278011240721200981,-37.40154539100871033952,1.73962035205151432926,99.67290412761420270726,0.05571669092749870211,3.19233123858052403321,0.00014579823162840834,-0.00000001289509816954,0.00000004026959264112
2451544.50000000000000000000,54432000.00000000000000000000,2000-01-01 00:00:00.000,2001-09-22 00:00:00.000,26567.84640423626478877850,0.00155947132703149996,0.41231955758423349812,-0.68587939255131336047,-39.29799444818689124759,1.87467183021712635593,107.41078384350696239835,0.91037836741629762916,52.16083821296404465784,0.00014579222370882875,-0.00000001289695679967,0.00000004022412565850
2451544.50000000000000000000,57024000.00000000000000000000,2000-01-01 00:00:00.000,2001-10-22 00:00:00.000,26567.75543051242129877210,0.00152158955054850008,0.41183744129494120889,-0.71905343940723531748,-41.19872732240045820618,1.98022953820452429774,113.45879500625926539215,1.79276828826753908963,102.71805656262291961411,0.00014579297254549019,-0.00000001289981878133,0.00000004018730481612
2451544.50000000000000000000,59616000.00000000000000000000,2000-01-01 00:00:00.000,2001-11-21 00:00:00.000,26567.37244013335657655261,0.00152334557663330009,0.41142703418301712626,-0.75220132113797655293,-43.09796104537073802021,2.05014410996233031881,117.46460489444608299436,2.70934953512429332889,155.23429358835360858393,0.00014579612514406841,-0.00000001290274883755,0.00000004015760295291
2451544.50000000000000000000,62208000.00000000000000000000,2000-01-01 00:00:00.000,2001-12-21 00:00:00.000,26568.03615062039534677751,0.00153735708508690003,0.41103702684498888420,-0.78503746220985448634,-44.97933334428552853979,2.11124255156613216400,120.96528773317044169744,-2.64957651185478892941,-151.80955162627373056239,0.00014579066186035038,-0.00000001290387279144,0.00000004012415837721
2451544.50000000000000000000,64800000.00000000000000000000,2000-01-01 00:00:00.000,2002-01-20 00:00:00.000,26568.11826467670834972523,0.00162746250602130004,0.41048318504268022089,-0.81767760881145667984,-46.84947598724559725270,2.17657225848018454073,124.70840421617228344076,-1.72995634131394027122,-99.11919709918213072797,0.00014578998596829535,-0.00000001290686053686,0.00000004008118758535
2451544.50000000000000000000,67392000.00000000000000000000,2000-01-01 00:00:00.000,2002-02-19 00:00:00.000,26567.49275542230316204950,0.00170666556151580001,0.40978961715349709882,-0.85070336310487693066,-48.74171232349463878109,2.28617008442196922857,130.98789708644594043108,-0.85398500869628057863,-48.92973676573978991655,0.00014579513475235784,-0.00000001291177080972,0.00000004003129463226
2451544.50000000000000000000,69984000.00000000000000000000,2000-01-01 00:00:00.000,2002-03-21 00:00:00.000,26567.86690574384920182638,0.00177207246342629991,0.40917912485880608697,-0.88414469126385786257,-50.65775928831624952409,2.39339534927549957288,137.13145221972567355806,0.02546561373218820049,1.45907218956478157423,0.00014579205495460692,-0.00000001291459358434,0.00000003998280291596
