t0,interval,date,x,y,z,MEGNO (avg),vx,vy,vz,MEGNO (non-avg)
2451544.50000000000000000000,0.00000000000000000000, 2000  1  1    0H  0M  0.000000S,26536.93649999999979627319,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,3.54234369761672995836,1.57715302740088003652,0.00000000000000000000
2451544.50000000000000000000,2592000.00000000000000000000, 2000  1 31    0H  0M  0.000000S,13150.85071672006597509608,20999.58207842969932244159,9531.52366148492910724599,1.98535773946469817908,-3.36512673153059127529,1.77493326914319560217,0.74085908380085863101,2.00357187044746254401
2451544.50000000000000000000,5184000.00000000000000000000, 2000  3  1    0H  0M  0.000000S,-13369.55777758807926147711,21128.59119850834031240083,8993.66180711017113935668,1.98631713426922562604,-3.34681875592103139638,-1.74278498730369157954,-0.87064767104122253727,1.99726222862253077750
2451544.50000000000000000000,7776000.00000000000000000000, 2000  3 31    0H  0M  0.000000S,-26566.81504269233846571296,537.60637557095333249890,-913.09326820493447485205,1.98113843028283342917,-0.01853450495149777666,-3.53865191575325033213,-1.56719184290653457126,1.99357410694516867800
2451544.50000000000000000000,10368000.00000000000000000000, 2000  4 30    0H  0M  0.000000S,-13703.61434601679684419651,-20540.26451254655694356188,-9843.38551068599554128014,1.97142892111261480714,3.31215521015239788838,-1.89702645350603593677,-0.64512772505526372324,1.98949969387183034364
2451544.50000000000000000000,12960000.00000000000000000000, 2000  5 30    0H  0M  0.000000S,12383.32657787495918455534,-21831.78381590212302398868,-8679.73439619307282555383,1.95787193456369701394,3.41627133867096688391,1.57096228654245950729,0.93468030357599196645,1.98451340871472736715
2451544.50000000000000000000,15552000.00000000000000000000, 2000  6 29    0H  0M  0.000000S,26407.61792318039442761801,-2279.79027971348841674626,1282.80085895776392135303,1.94026983567464883507,0.22813781087188456098,3.54159890031261870291,1.56252450037869516919,1.97844091774567343300
2451544.50000000000000000000,18144000.00000000000000000000, 2000  7 29    0H  0M  0.000000S,15134.21083548461319878697,19416.11981825060502160341,9911.39189988459838787094,1.91773948671668392763,-3.16401638317038003123,2.15547449211148212100,0.61477118117222340210,1.97119075135813570654
2451544.50000000000000000000,20736000.00000000000000000000, 2000  8 28    0H  0M  0.000000S,-10393.96325439998327055946,22874.55881401927035767585,8616.58388090874359477311,1.88978929440266329998,-3.54390515177058906815,-1.25081880353761665248,-0.94060552233148175816,1.96269493164321939815
2451544.50000000000000000000,23328000.00000000000000000000, 2000  9 27    0H  0M  0.000000S,-26070.76454630658190581016,5086.81478387959396059159,-1176.63789668628078288748,1.85696685821171292297,-0.61334380339636140889,-3.48901572808746962551,-1.55867580920431492153,1.95289179327444051282
2451544.50000000000000000000,25920000.00000000000000000000, 2000 10 27    0H  0M  0.000000S,-17587.12408119913015980273,-17386.78821197296565514989,-9782.42063941517517378088,1.82048866918835594575,2.85970196756994354814,-2.52315071486173447823,-0.65332848795828113442,1.94171982283651578527
2451544.50000000000000000000,28512000.00000000000000000000, 2000 11 26    0H  0M  0.000000S,6901.21646489429258508608,-24071.62579685230230097659,-8900.05147874691283504944,1.78097390554471091129,3.69745242019020503577,0.73954317202888586458,0.88018031219501380313,1.92911452518030501757
2451544.50000000000000000000,31104000.00000000000000000000, 2000 12 26    0H  0M  0.000000S,24953.90351918128362740390,-9041.40759082412660063710,509.80053634158468867099,1.73734808358396519701,1.17583537808882265807,3.34562133465412436806,1.56553358487943405919,1.91500625599724338954
2451544.50000000000000000000,33696000.00000000000000000000, 2001  1 25    0H  0M  0.000000S,20409.21388206009578425437,14114.07162786704611789901,9387.36159723596210824326,1.68736509371625365006,-2.39330747840984514596,2.95708666664057684415,0.75631492423605672926,1.89931897238823554908
2451544.50000000000000000000,36288000.00000000000000000000, 2001  2 24    0H  0M  0.000000S,-2339.71726354547809023643,24733.71648243797244504094,9341.27866684914806683082,1.62929168430599990991,-3.80026287058428646759,-0.06655221982141901194,-0.76467078085319817315,1.88197004514393828600
2451544.50000000000000000000,38880000.00000000000000000000, 2001  3 26    0H  0M  0.000000S,-22864.92083844158332794905,13528.66651155277941143140,531.72381107061050897755,1.56296187713274847830,-1.83616794408767503022,-3.03218854474934795817,-1.55933159944226962246,1.86287054346370295477
2451544.50000000000000000000,41472000.00000000000000000000, 2001  4 25    0H  0M  0.000000S,-23237.53677112897275947034,-9544.85802247743959014770,-8738.45130766226429841481,1.48948570595230123104,1.71273417186489318453,-3.34982831365659583511,-0.90218449836004221964,1.84192511375466816403
2451544.50000000000000000000,44064000.00000000000000000000, 2001  5 25    0H  0M  0.000000S,-3479.45369784535341750598,-24426.46636924738413654268,-9934.23776492432443774305,1.40995704262435994636,3.74726731383379529916,-0.76746071483539379798,0.58118231843364109857,1.81903114148605826728
2451544.50000000000000000000,46656000.00000000000000000000, 2001  6 24    0H  0M  0.000000S,19116.52930762455071089789,-18342.11188815069544943981,-2052.02227813239778697607,1.32414937022406542511,2.54373595896075244127,2.48785002677957223227,1.52908557392932320518,1.79407757442913640133
2451544.50000000000000000000,49248000.00000000000000000000, 2001  7 24    0H  0M  0.000000S,25170.82459250918327597901,3483.32027629994445305783,7660.00377636149823956657,1.23043770073798564013,-0.83594530046835280324,3.62816788898583331147,1.08248872974879595255,1.76694396270186415698
2451544.50000000000000000000,51840000.00000000000000000000, 2001  8 23    0H  0M  0.000000S,9691.78379872146433626767,22406.92544681698564090766,10375.57642559040687046945,1.12681347666867992530,-3.48509459336426408171,1.66835902803813396211,-0.34670055822189121963,1.73749984810680357938
2451544.50000000000000000000,54432000.00000000000000000000, 2001  9 22    0H  0M  0.000000S,-13925.83048948537725664210,22292.89386802241278928705,3687.93588020526112813968,1.01167409610007807963,-3.15300838575606690029,-1.72294364481803108369,-1.45664175204618939752,1.70560402604897953793
2451544.50000000000000000000,57024000.00000000000000000000, 2001 10 22    0H  0M  0.000000S,-25614.00032058040233096108,3238.81408158012936837622,-6305.13928729302006104263,0.88393398791649369084,-0.16127635993359601407,-3.66129741715649714706,-1.24977708159659184339,1.67110298235903265152
2451544.50000000000000000000,59616000.00000000000000000000, 2001 11 21    0H  0M  0.000000S,-15701.41427293231754447334,-18663.11890816462982911617,-10627.01457214340007340070,0.74286462266758646056,2.93679091346657505923,-2.51629289971405789572,0.07382359947681149670,1.63382800542722428361
2451544.50000000000000000000,62208000.00000000000000000000, 2001 12 21    0H  0M  0.000000S,7283.15724927030441904208,-24997.67858344375781598501,-5463.25469300289478269406,0.58794694677219672130,3.55556771189011611156,0.74903174516398518534,1.32637784454960905300,1.59359066964770113017
2451544.50000000000000000000,64800000.00000000000000000000, 2002  1 20    0H  0M  0.000000S,24044.35810433374717831612,-10363.50906779093566001393,4549.64362929775415977929,0.41884950467368209370,1.19810052210190054467,3.40797701988398715756,1.39477373619515732095,1.55017625159310390437
2451544.50000000000000000000,67392000.00000000000000000000, 2002  2 19    0H  0M  0.000000S,20578.45121719008966465481,13084.46393908937898231670,10467.86585239411397196818,0.23507580134805933225,-2.15938108702917386239,3.21365958862834633081,0.21543555213889409305,1.50333403675768417784
2451544.50000000000000000000,69984000.00000000000000000000, 2002  3 21    0H  0M  0.000000S,-165.55205500132990437123,25585.68732085907686268911,6978.40509386982284922851,0.03450375104517158092,-3.69192761890044751638,0.29210246146881357898,-1.15788589253757123743,1.45276249127200851596
2451544.50000000000000000000,72576000.00000000000000000000, 2002  4 20    0H  0M  0.000000S,-20672.72510460768899065442,16404.97685043849196517840,-2791.71471623664047001512,-0.18849761223153427281,-2.10533336797147896391,-2.89729020789279889669,-1.48659552091867519508,1.39808602327275055544
