t0,interval,date_start,date_end,semi-major axis,eccentricity,inclination,longitude of ascending node (Ω) (rads),longitude of ascending node (Ω) (degs),argument of pericenter (ω) (rads),argument of pericenter (ω) (degs),mean anomaly (rads),mean anomaly (degs)
2451544.50000000000000000000,0.00000000000000000000,2000-01-01 00:00:00.000,2000-01-01 00:00:00.000,26563.49999999996725819074,0.00099999999999874343,0.41887902047864000732,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
2451544.50000000000000000000,2592000.00000000000000000000,2000-01-01 00:00:00.000,2000-01-31 00:00:00.000,26563.21908346392592648044,0.00097456308581416785,0.41874322830488824865,-0.03251273124202428561,-1.86284228061112666630,0.15630095541825009264,8.95538507932816685297,0.92433560610999188079,52.96052908376940138169
2451544.50000000000000000000,5184000.00000000000000000000,2000-01-01 00:00:00.000,2000-03-01 00:00:00.000,26563.62256225703822565265,0.00094820988827962541,0.41862428137248369753,-0.06510952518010108825,-3.73050099892055353479,0.26498871606625773456,15.18273504918707850209,1.89095616963834789459,108.34380776450147720880
2451544.50000000000000000000,7776000.00000000000000000000,2000-01-01 00:00:00.000,2000-03-31 00:00:00.000,26564.39518743744702078402,0.00090941553079774572,0.41849338077793118984,-0.09757028333522195507,-5.59036544100384791278,0.31066556128079103605,17.79982550145216890769,2.91512723198592560436,167.02448713644758981900
2451544.50000000000000000000,10368000.00000000000000000000,2000-01-01 00:00:00.000,2000-04-30 00:00:00.000,26563.82893743499880656600,0.00097503738261799663,0.41827820644295410357,-0.13009179440320789434,-7.45371076858743641935,0.33566796256990316660,19.23235757301074144721,-2.32852432073517068289,-133.41461607169213721136
2451544.50000000000000000000,12960000.00000000000000000000,2000-01-01 00:00:00.000,2000-05-30 00:00:00.000,26564.09197938103170599788,0.00104729117909620282,0.41808880620943900119,-0.16276580855218536481,-9.32579387907458112750,0.40432279735198861648,23.16598984919220427514,-1.33789228862448594803,-76.65558158128163768197
2451544.50000000000000000000,15552000.00000000000000000000,2000-01-01 00:00:00.000,2000-06-29 00:00:00.000,26564.85100815228361170739,0.00114103311553486277,0.41792298193204041601,-0.19531567037520194963,-11.19076358526743497634,0.51424463914262297237,29.46404746010031061587,-0.39397904286634044535,-22.57333637284505201137
2451544.50000000000000000000,18144000.00000000000000000000,2000-01-01 00:00:00.000,2000-07-29 00:00:00.000,26564.58543738057414884679,0.00115465777307476166,0.41769542457706243521,-0.22780979772763823576,-13.05253994152264240824,0.64671401341458978340,37.05398352062290001641,0.52195622959044052358,29.90588904609365528131
2451544.50000000000000000000,20736000.00000000000000000000,2000-01-01 00:00:00.000,2000-08-28 00:00:00.000,26565.23397061248033423908,0.00115896864263719326,0.41743764653310211354,-0.26032502940865631658,-14.91552548673504396959,0.75618966851552305020,43.32647651733621785297,1.45554623495387835952,83.39665614901453238872
2451544.50000000000000000000,23328000.00000000000000000000,2000-01-01 00:00:00.000,2000-09-27 00:00:00.000,26566.09932125372506561689,0.00112142900955861254,0.41711378686473965516,-0.29282952605227857701,-16.77789595961175095340,0.83182072442228194298,47.65981682091148030622,2.41774174219034776456,138.52639778011368321131
2451544.50000000000000000000,25920000.00000000000000000000,2000-01-01 00:00:00.000,2000-10-27 00:00:00.000,26565.61016841862874571234,0.00115886109938699209,0.41673958169946928587,-0.32558247472886769902,-18.65450168538890096670,0.85738318476006702973,49.12443791223712707961,-2.85815599864459191082,-163.76027591233415137140
2451544.50000000000000000000,28512000.00000000000000000000,2000-01-01 00:00:00.000,2000-11-26 00:00:00.000,26565.76716441558164660819,0.00121581378344608952,0.41647134107272804071,-0.35848303138260556588,-20.53956472527913845738,0.91729117155308703691,52.55691271460264601956,-1.89023075160829301389,-108.30224437299663975409
2451544.50000000000000000000,31104000.00000000000000000000,2000-01-01 00:00:00.000,2000-12-26 00:00:00.000,26566.35710963766177883372,0.00130413787957715062,0.41625398765001464518,-0.39107338121015716714,-22.40685422325275766298,1.00078117290089774194,57.34053742337375325633,-0.95114236423651266072,-54.49644318684706689737
2451544.50000000000000000000,33696000.00000000000000000000,2000-01-01 00:00:00.000,2001-01-25 00:00:00.000,26565.90137046277595800348,0.00133688046593831997,0.41590728494426965067,-0.42347626162366808211,-24.26340251501405020917,1.13399044916223079582,64.97286674514036519668,-0.06675929959030112160,-3.82502610977370016698
