t0,interval,date_start,date_end,semi-major axis,eccentricity,inclination,longitude of ascending node (Ω) (rads),longitude of ascending node (Ω) (degs),argument of pericenter (ω) (rads),argument of pericenter (ω) (degs),mean anomaly (rads),mean anomaly (degs)
2451544.50000000000000000000,88128000.00000000000000000000,2000-01-01 00:00:00.000,2002-10-17 00:00:00.000,26557.10177572247994248755,0.00284898877742598014,1.60555585833081915226,0.02302294547183371745,1.31911760749590167840,-0.76615747480704332606,-43.89758974884427544794,-0.03571827363764576435,-2.04650633093049272304
2451544.50000000000000000000,90720000.00000000000000000000,2000-01-01 00:00:00.000,2002-11-16 00:00:00.000,26559.46955016132415039465,0.00293304578758834394,1.60507737663931804306,0.02371106677140852673,1.35854405375459563743,-0.73920382232482395590,-42.35325921915079305791,1.03187278260697801180,59.12195543780013906598
2451544.50000000000000000000,93312000.00000000000000000000,2000-01-01 00:00:00.000,2002-12-16 00:00:00.000,26555.00843441480537876487,0.00302155889379900067,1.60463590017751789318,0.02420080258543758078,1.38660384897486421707,-0.77421891823919852804,-44.35947643429022946293,2.16009830373653599622,123.76451613747170199531
2451544.50000000000000000000,95904000.00000000000000000000,2000-01-01 00:00:00.000,2003-01-15 00:00:00.000,26558.05184047467264463194,0.00300466612813932860,1.60465983664977551726,0.02461155764596548862,1.41013838035675398430,-0.71688028731640252023,-41.07421487935570780792,-3.08922471868002768147,-176.99953834785463868684
2451544.50000000000000000000,98496000.00000000000000000000,2000-01-01 00:00:00.000,2003-02-14 00:00:00.000,26559.22182005116337677464,0.00300873710308671976,1.60510251112129243012,0.02513759256274427506,1.44027796096469407061,-0.72201698360249833009,-41.36852589718952089015,-1.99576921564318809921,-114.34915293848935391452
2451544.50000000000000000000,101088000.00000000000000000000,2000-01-01 00:00:00.000,2003-03-16 00:00:00.000,26555.06596387652098201215,0.00293224476061048527,1.60548341998391475016,0.02586416579481998559,1.48190754066981145165,-0.66931967483466292546,-38.34919251309479903966,-0.96394157318684270397,-55.22978384080704472581
2451544.50000000000000000000,103680000.00000000000000000000,2000-01-01 00:00:00.000,2003-04-15 00:00:00.000,26559.10120179359728354029,0.00300542786018354914,1.60537602083343222681,0.02666628246949599712,1.52786544080581498939,-0.70071032533471089288,-40.14774430291777918001,0.14871290799649342085,8.52062198731638353877
2451544.50000000000000000000,106272000.00000000000000000000,2000-01-01 00:00:00.000,2003-05-15 00:00:00.000,26559.35635980399092659354,0.00299023854433791165,1.60483291488152035598,0.02733947560513390329,1.56643656627504501699,-0.67947692428145289867,-38.93116003785745959931,1.20653299497337029855,69.12924845525309081040
2451544.50000000000000000000,108864000.00000000000000000000,2000-01-01 00:00:00.000,2003-06-14 00:00:00.000,26555.72659173524152720347,0.00311336224338887866,1.60437375983528318635,0.02779493273610560491,1.59253233762886070579,-0.70189502191193808844,-40.21562241679649218895,2.30573307130570315238,132.10877366955369893731
2451544.50000000000000000000,111456000.00000000000000000000,2000-01-01 00:00:00.000,2003-07-14 00:00:00.000,26559.83803918848570901901,0.00303621876100516972,1.60443440930888137075,0.02817500914190416636,1.61430911157361989261,-0.65296967401770178441,-37.41240647124747908947,-2.95246162913075105294,-169.16359052351134550918
2451544.50000000000000000000,114048000.00000000000000000000,2000-01-01 00:00:00.000,2003-08-13 00:00:00.000,26559.31732767772336956114,0.00307505447338047569,1.60491194943303105980,0.02869832110213199616,1.64429267826339242653,-0.64294334279401077481,-36.83794000812974900327,-1.89239566174793849562,-108.42628458702340310538
2451544.50000000000000000000,116640000.00000000000000000000,2000-01-01 00:00:00.000,2003-09-12 00:00:00.000,26555.95051525328017305583,0.00295096956452867805,1.60529436911359391082,0.02943524548362627322,1.68651533514330309593,-0.60288189842392014839,-34.54258832452542549163,-0.86693427837617897946,-49.67167526617468098493
2451544.50000000000000000000,119232000.00000000000000000000,2000-01-01 00:00:00.000,2003-10-12 00:00:00.000,26560.57014294282998889685,0.00304999806870011672,1.60518294877995404413,0.03024104585711804433,1.73268429567444703920,-0.63070588006798067315,-36.13678504197956442567,0.22257486355736316730,12.75260030753706175233
2451544.50000000000000000000,121824000.00000000000000000000,2000-01-01 00:00:00.000,2003-11-11 00:00:00.000,26559.66893820242694346234,0.00298692241253161296,1.60464951193274130148,0.03089871271208325873,1.77036583078959641746,-0.61900445272256765517,-35.46634264080842768863,1.26970349288071604477,72.74865137508399470789
2451544.50000000000000000000,124416000.00000000000000000000,2000-01-01 00:00:00.000,2003-12-11 00:00:00.000,26556.79955480539865675382,0.00309289502333228404,1.60419660588059453943,0.03133135367078857675,1.79515433176790484282,-0.63341352965210373505,-36.29192193555017098561,2.34008658997830432114,134.07708530091761645053
2451544.50000000000000000000,127008000.00000000000000000000,2000-01-01 00:00:00.000,2004-01-10 00:00:00.000,26561.18028881802456453443,0.00298044161800105345,1.60426490177799285775,0.03168190854606837276,1.81523964660917203062,-0.59535166930311078648,-34.11113797713653639221,-2.92847366933424124724,-167.78918166804183442764
2451544.50000000000000000000,129600000.00000000000000000000,2000-01-01 00:00:00.000,2004-02-09 00:00:00.000,26560.07785806544779916294,0.00302150659406920504,1.60475644943190842717,0.03218789962882898092,1.84423080012260953708,-0.58263105565560802113,-33.38230050231810963624,-1.89281691298247389810,-108.45042050487695917127
2451544.50000000000000000000,132192000.00000000000000000000,2000-01-01 00:00:00.000,2004-03-10 00:00:00.000,26557.02937045255021075718,0.00288188629835019455,1.60509733118337494240,0.03290992538687706470,1.88559982875849874162,-0.54179636036416523037,-31.04264480441570484004,-0.89022057414782806983,-51.00588173438350736433
2451544.50000000000000000000,134784000.00000000000000000000,2000-01-01 00:00:00.000,2004-04-09 00:00:00.000,26561.62446762092440621927,0.00298103659966967053,1.60492844203527029734,0.03366480646788293923,1.92885132873440867662,-0.57141299567327419329,-32.73955301100578196838,0.17885255684467546433,10.24749666232354883277
2451544.50000000000000000000,137376000.00000000000000000000,2000-01-01 00:00:00.000,2004-05-09 00:00:00.000,26560.68357659284083638340,0.00293168384775257737,1.60446772604602405643,0.03426086187814639250,1.96300278809844330752,-0.55839143726270890067,-31.99347267139730988106,1.20222029287569576184,68.88214882675912065224
2451544.50000000000000000000,139968000.00000000000000000000,2000-01-01 00:00:00.000,2004-06-08 00:00:00.000,26557.73761710790131473914,0.00304157760882352171,1.60414622054407018936,0.03470683272596485763,1.98855503546431244821,-0.57386802074237786009,-32.88021558606423155879,2.25073569202302659065,128.95765595237608636126
2451544.50000000000000000000,142560000.00000000000000000000,2000-01-01 00:00:00.000,2004-07-08 00:00:00.000,26562.08578510540610295720,0.00294788301811048804,1.60417423818008963998,0.03512506551827314361,2.01251800931754853963,-0.52680188528369931156,-30.18352466629092134554,-3.05011145958230800446,-174.75851367855361218062
2451544.50000000000000000000,145152000.00000000000000000000,2000-01-01 00:00:00.000,2004-08-07 00:00:00.000,26561.60446161312938784249,0.00298386382741291532,1.60448668100128699621,0.03563528909594877725,2.04175166692642795496,-0.52299424712855402397,-29.96536307008812016761,-2.02860948259434259455,-116.23076163287346673769
2451544.50000000000000000000,147744000.00000000000000000000,2000-01-01 00:00:00.000,2004-09-06 00:00:00.000,26558.18473172649828484282,0.00287796150036207865,1.60480661328071105842,0.03628611868526933348,2.07904145557672848099,-0.47245211382157886737,-27.06951214401085792360,-1.05852586246786350976,-60.64906442485401072418
2451544.50000000000000000000,150336000.00000000000000000000,2000-01-01 00:00:00.000,2004-10-06 00:00:00.000,26562.25036810199526371434,0.00292662683929689965,1.60482375810048472076,0.03700847784318328504,2.12042958661782199314,-0.50654019210439005239,-29.02261516132749719077,-0.00804671221218182693,-0.46104264871439687434
2451544.50000000000000000000,152928000.00000000000000000000,2000-01-01 00:00:00.000,2004-11-05 00:00:00.000,26562.45751781340368324891,0.00290248760396642725,1.60448423140066132042,0.03765522940535429020,2.15748572152371353994,-0.48595308481308058246,-27.84306080115245762840,0.98436493900049726324,56.39995650538121907402
2451544.50000000000000000000,155520000.00000000000000000000,2000-01-01 00:00:00.000,2004-12-05 00:00:00.000,26558.70434686462249374017,0.00297820034052075164,1.60408741260423526320,0.03813944887631733754,2.18522945356795350591,-0.52042976941066709795,-29.81842932019785763487,2.02863728428512990476,116.23235455241891145306
2451544.50000000000000000000,158112000.00000000000000000000,2000-01-01 00:00:00.000,2005-01-04 00:00:00.000,26562.26011581438069697469,0.00295622227106467125,1.60400999307399438898,0.03852620879885797905,2.20738916481433911088,-0.46049450650611928326,-26.38439171176026221133,2.97521489631419777666,170.46725670325636770031
2451544.50000000000000000000,160704000.00000000000000000000,2000-01-01 00:00:00.000,2005-02-03 00:00:00.000,26563.53188896530264173634,0.00294913058719588122,1.60430794997220593778,0.03897118398911789128,2.23288436520426269993,-0.46453654663568039185,-26.61598355180662878183,-2.30120290472549449134,-131.84921424401650824620
2451544.50000000000000000000,163296000.00000000000000000000,2000-01-01 00:00:00.000,2005-03-05 00:00:00.000,26559.46016711402626242489,0.00295786920644730209,1.60468241948005196917,0.03956336683348647687,2.26681394288663495828,-0.40408027579642824545,-23.15209438761764815240,-1.36340398200303480891,-78.11729394010434646134
2451544.50000000000000000000,165888000.00000000000000000000,2000-01-01 00:00:00.000,2005-04-04 00:00:00.000,26562.07302556010108673945,0.00294704147910610208,1.60477915102540635850,0.04025746933702568919,2.30658308688889635008,-0.43101112031614741138,-24.69511811732057893209,-0.34237277937384635873,-19.61651527828508179141
2451544.50000000000000000000,168480000.00000000000000000000,2000-01-01 00:00:00.000,2005-05-04 00:00:00.000,26564.57272264487255597487,0.00303474776936704313,1.60448343446701358062,0.04092222201172512203,2.34467060956920692050,-0.40659777147583581192,-23.29633626499012066802,0.62414210306982453869,35.76070832232016982744
2451544.50000000000000000000,171072000.00000000000000000000,2000-01-01 00:00:00.000,2005-06-03 00:00:00.000,26560.35360541368572739884,0.00303432471824240622,1.60403039920729262313,0.04143624167027246119,2.37412176659072482465,-0.44413025927284477401,-25.44678941038500141758,1.64987224490601769311,94.53071636888934392573
2451544.50000000000000000000,173664000.00000000000000000000,2000-01-01 00:00:00.000,2005-07-03 00:00:00.000,26561.60482263261656044051,0.00314749324804095747,1.60385220080514967478,0.04181661527124758831,2.39591556856479304116,-0.40259819514364370008,-23.06717742131510107129,2.59379737025189260891,148.61364222756517960988
2451544.50000000000000000000,176256000.00000000000000000000,2000-01-01 00:00:00.000,2005-08-02 00:00:00.000,26565.02491945875590317883,0.00307199681698536956,1.60413467317465996409,0.04221891178104067444,2.41896546068878004476,-0.39456617098900831353,-22.60697633630735836618,-2.71505131391116005801,-155.56098144855829445987
2451544.50000000000000000000,178848000.00000000000000000000,2000-01-01 00:00:00.000,2005-09-01 00:00:00.000,26561.54745962245942791924,0.00318247507133891756,1.60462438023946796228,0.04279544141614394226,2.45199817554441468204,-0.35806743068967372690,-20.51575255961143184891,-1.77302036335483026441,-101.58658381098345557803
2451544.50000000000000000000,181440000.00000000000000000000,2000-01-01 00:00:00.000,2005-10-01 00:00:00.000,26561.03687640668431413360,0.00309756248704466620,1.60484193631292093585,0.04353208370418510526,2.49420466966003395726,-0.35331332044230639999,-20.24336210709738992364,-0.80305878715988232575,-46.01187920515592111315
2451544.50000000000000000000,184032000.00000000000000000000,2000-01-01 00:00:00.000,2005-10-31 00:00:00.000,26565.46129011324228486046,0.00326288635484632680,1.60454578213062171166,0.04424887736944785321,2.53527392146130248207,-0.36470705484011040065,-20.89617500098458791058,0.18046905297343968089,10.34011506810097458242
2451544.50000000000000000000,186624000.00000000000000000000,2000-01-01 00:00:00.000,2005-11-30 00:00:00.000,26563.15308397523040184751,0.00323930786194743994,1.60399822714328177398,0.04476149817224539529,2.56464492995220938454,-0.36809275093014537372,-21.09016109765753910210,1.15435412129684134008,66.13961921384171205318
2451544.50000000000000000000,189216000.00000000000000000000,2000-01-01 00:00:00.000,2005-12-30 00:00:00.000,26560.95862836379092186689,0.00342517700502172886,1.60376919582082178017,0.04507988331535740106,2.58288705491219605648,-0.38551018618301874374,-22.08810662758955700724,2.14057506118697382647,122.64591673697155727041
2451544.50000000000000000000,191808000.00000000000000000000,2000-01-01 00:00:00.000,2006-01-29 00:00:00.000,26565.04821781432110583410,0.00342301166478310888,1.60413430206463347716,0.04542388462209851624,2.60259687793544713941,-0.34763285554075723516,-19.91789544256642585651,3.06925148457287377823,175.85515633028796855797
2451544.50000000000000000000,194400000.00000000000000000000,2000-01-01 00:00:00.000,2006-02-28 00:00:00.000,26564.59700310237167286687,0.00352539012348997626,1.60472164141315554176,0.04600433715780558735,2.63585435843912918585,-0.35108325886860103360,-20.11558899086976737181,-2.24687132930137689613,-128.73624427791787638853
2451544.50000000000000000000,196992000.00000000000000000000,2000-01-01 00:00:00.000,2006-03-30 00:00:00.000,26560.74988861478777835146,0.00354250517117910956,1.60488902099580355021,0.04676418750589558804,2.67939057644623268573,-0.31206019532979789588,-17.87973214642550345843,-1.32506121177088354024,-75.92041503096223209468
2451544.50000000000000000000,199584000.00000000000000000000,2000-01-01 00:00:00.000,2006-04-29 00:00:00.000,26563.95840318332193419337,0.00360665977058299489,1.60449924520733522293,0.04745230312449014859,2.71881669720873508922,-0.35455076837388804778,-20.31426265094421168556,-0.32306986044148006121,-18.51053949117731889373
2451544.50000000000000000000,202176000.00000000000000000000,2000-01-01 00:00:00.000,2006-05-29 00:00:00.000,26565.68361262547841761261,0.00371988277093823370,1.60399963753043084402,0.04792572020715871878,2.74594149799504005927,-0.34662242116610858522,-19.86000181742411641039,0.62826233972291634089,35.99678049313743599669
2451544.50000000000000000000,204768000.00000000000000000000,2000-01-01 00:00:00.000,2006-06-28 00:00:00.000,26561.62455096174380742013,0.00377503258528212246,1.60388247149400386959,0.04827521594109091679,2.76596612850718193144,-0.39165082293672626168,-22.43993919709991402556,1.63193490222507686660,93.50298233759156119049
2451544.50000000000000000000,207360000.00000000000000000000,2000-01-01 00:00:00.000,2006-07-28 00:00:00.000,26562.97459153885938576423,0.00394735076406430799,1.60423343682314056835,0.04869134888356977525,2.78980878982758095930,-0.37515203319113876734,-21.49462817760402799649,2.57283428407654612968,147.41254586414879668155
2451544.50000000000000000000,209952000.00000000000000000000,2000-01-01 00:00:00.000,2006-08-27 00:00:00.000,26566.37991428852546960115,0.00392392935528671893,1.60473335297305963465,0.04929086799459676121,2.82415870462686235953,-0.37948440401255306709,-21.74285474095669457029,-2.74996909659328458986,-157.56162302619901538492
2451544.50000000000000000000,212544000.00000000000000000000,2000-01-01 00:00:00.000,2006-09-26 00:00:00.000,26562.88480695926773478277,0.00407940818356139143,1.60492840960406435435,0.05002666703596676118,2.86631688426713493456,-0.36519837584934566888,-20.92432562119987693450,-1.80932259752022983612,-103.66654861555647926252
2451544.50000000000000000000,215136000.00000000000000000000,2000-01-01 00:00:00.000,2006-10-26 00:00:00.000,26561.70707389535891707055,0.00403829661273928577,1.60464469464390702136,0.05071602806534953461,2.90581436181156194110,-0.37529431474156826898,-21.50278030994621758509,-0.84450597022943441061,-48.38662786774733604034
2451544.50000000000000000000,217728000.00000000000000000000,2000-01-01 00:00:00.000,2006-11-25 00:00:00.000,26565.88295458745051291771,0.00424576655539297618,1.60418229129151712620,0.05121046928623721600,2.93414375698572182927,-0.40630898090337241868,-23.27978978402480336740,0.14226076291005684826,8.15094130505749703275
2451544.50000000000000000000,220320000.00000000000000000000,2000-01-01 00:00:00.000,2006-12-25 00:00:00.000,26564.05159724959230516106,0.00426807099114027370,1.60404903916267027597,0.05156094084900911950,2.95422429837190625435,-0.42042106120485889242,-24.08835242544968480161,1.11323260276218793940,63.78352975463707963399
