t0,interval,date_start,date_end,semi-major axis,eccentricity,inclination,longitude of ascending node (Ω) (rads),longitude of ascending node (Ω) (degs),argument of pericenter (ω) (rads),argument of pericenter (ω) (degs),mean anomaly (rads),mean anomaly (degs),M_dot,Omega_dot,omega_dot
2451544.50000000000000000000,0.00000000000000000000,2000-01-01 00:00:00.000,2000-01-01 00:00:00.000,26562.50000000002546585165,0.00100000000000089991,1.60570291183478319752,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00014583624272340189,0.00000000049159612343,0.00000001066884574956
2451544.50000000000000000000,2592000.00000000000000000000,2000-01-01 00:00:00.000,2000-01-31 00:00:00.000,26558.51320273374221869744,0.00092274363672249999,1.60598705712088118958,0.00058911867884510005,0.03375401393014979684,-0.17081044293483890750,-9.78671747692646576411,1.21013078572566712410,69.33538668093089540889,0.00014586908198751616,0.00000000049584341811,0.00000001066204583777
2451544.50000000000000000000,5184000.00000000000000000000,2000-01-01 00:00:00.000,2000-03-01 00:00:00.000,26558.27687091580446576700,0.00107978272453170009,1.60641190222038887647,0.00135808161116900009,0.07781234455431269847,-0.23333845392845378730,-13.36930860820820754498,2.31518870124280917722,132.65054135758742859252,0.00014587102904053015,0.00000000050184220658,0.00000001064359340623
2451544.50000000000000000000,7776000.00000000000000000000,2000-01-01 00:00:00.000,2000-03-31 00:00:00.000,26561.97503071718165301718,0.00099691589555109998,1.60653278465780524620,0.00224783191377729997,0.12879128171425718863,-0.26622088585973519015,-15.25333317799684351712,-2.88888541585401492640,-165.52094182533076605068,0.00014584056619290736,0.00000000050331153126,0.00000001063290357960
2451544.50000000000000000000,10368000.00000000000000000000,2000-01-01 00:00:00.000,2000-04-30 00:00:00.000,26557.88036121417826507241,0.00110788425530060006,1.60622766037867648059,0.00309640622263119983,0.17741100821481328720,-0.25834700370287999593,-14.80219296202567846876,-1.84627397634334489140,-105.78370666931006383038,0.00014587429583893231,0.00000000049927207806,0.00000001065231116770
2451544.50000000000000000000,12960000.00000000000000000000,2000-01-01 00:00:00.000,2000-05-30 00:00:00.000,26557.59769763636722927913,0.00101932175271279997,1.60575851317731954637,0.00378748400969989999,0.21700684872909439815,-0.37788996099063881795,-21.65149988512692402765,-0.67163370633112828845,-38.48177675150261478620,0.00014587662474649526,0.00000000049268116602,0.00000001067349985888
2451544.50000000000000000000,15552000.00000000000000000000,2000-01-01 00:00:00.000,2000-06-29 00:00:00.000,26561.29703077510566799901,0.00117736635423899990,1.60552568980086673989,0.00433958052353929959,0.24863964885597850119,-0.46283810343206377436,-26.51866992449672366661,0.47323117801207570388,27.11414923409610366889,0.00014584615028729358,0.00000000048917531397,0.00000001067844826185
2451544.50000000000000000000,18144000.00000000000000000000,2000-01-01 00:00:00.000,2000-07-29 00:00:00.000,26557.21461329869634937495,0.00116477532351629996,1.60577026984984039260,0.00489144662594240016,0.28025924738001117831,-0.61717139019850875137,-35.36131589459625956806,1.69137159528234226613,96.90845399798740800179,0.00014587978113464697,0.00000000049287072455,0.00000001067353077599
2451544.50000000000000000000,20736000.00000000000000000000,2000-01-01 00:00:00.000,2000-08-28 00:00:00.000,26557.44203030050266534090,0.00131630953771490005,1.60627425537293433422,0.00560865815325289983,0.32135244091303100111,-0.61504919297403792822,-35.23972295033969714950,2.75586122037252057027,157.89921685111787041933,0.00014587790733945676,0.00000000049995632762,0.00000001065087936481
2451544.50000000000000000000,23328000.00000000000000000000,2000-01-01 00:00:00.000,2000-09-27 00:00:00.000,26560.99488932107124128379,0.00126306385542360004,1.60649884540300913471,0.00649782807280370033,0.37229812457328248509,-0.67527151273342000959,-38.69020770503959738562,-2.39751537425426830552,-137.36751226249759838538,0.00014584863887780463,0.00000000050289603966,0.00000001063581200688
