t0,interval,date_start,date_end,semi-major axis,eccentricity,inclination,longitude of ascending node (Ω) (rads),longitude of ascending node (Ω) (degs),argument of pericenter (ω) (rads),argument of pericenter (ω) (degs),mean anomaly (rads),mean anomaly (degs),M_dot,Omega_dot,omega_dot,theta,Phi_1,Phi_2,Phi_3,Phi_4,Phi_5,Phi_1_deg,Phi_2_deg,Phi_3_deg,Phi_4_deg,Phi_5_deg
2451544.5,0.0,2000-01-01 00:00:00.000,2000-01-01 00:00:00.000,26562.500000000025,0.0010000000000008,1.6057029118347832,0.0,0.0,0.0,0.0,0.0,0.0,0.0001458362427234,4.915961e-10,1.06688457e-08,1.7447671633306394,-3.489534326661279,-3.489534326661279,-3.489534326661279,-3.489534326661279,-3.489534326661279,160.0644106162831,160.0644106162831,160.0644106162831,160.0644106162831,160.0644106162831
2451544.5,2592000.0,2000-01-01 00:00:00.000,2000-01-31 00:00:00.000,26558.513202733742,0.0009227436367224,1.6059870571208812,0.0005891186788451,0.0337540139301497,-0.1708104429348389,-9.786717476926464,1.2101307857256671,69.3353866809309,0.0001458690819875,4.958434e-10,1.06620458e-08,2.260850917492696,-3.481792373515719,-3.4812032548368737,-3.6520136977717126,-3.482970610873409,-2.9675936886746666,160.50799185671178,160.541745870642,150.75502839371552,160.44048382885148,189.96940632928158
2451544.5,5184000.0,2000-01-01 00:00:00.000,2000-03-01 00:00:00.000,26558.276870915804,0.0010797827245317,1.6064119022203889,0.001358081611169,0.0778123445543126,-0.2333384539284537,-13.369308608208208,2.315188701242809,132.65054135758743,0.0001458710290405,5.018422e-10,1.06435934e-08,2.776934671663888,-3.470661014402251,-3.469302932791082,-3.702641386719536,-3.4733771776245894,-2.7665714077833834,161.14577175415798,161.2235840987123,147.8542754905041,160.9901470650493,201.48713461244552
2451544.5,7776000.0,2000-01-01 00:00:00.000,2000-03-31 00:00:00.000,26561.97503071718,0.000996915895551,1.6065327846578052,0.0022478319137772,0.1287912817142571,-0.2662208858597351,-15.253333177996844,-2.888885415854015,-165.52094182533077,0.0001458405661929,5.033115e-10,1.06329035e-08,3.2930184258442154,-9.738895321488403,-9.736647489574626,-10.002868375434362,-9.743390985315958,-8.933489168167867,162.00240095901142,162.13119224072568,146.87785906272882,161.7448183955829,208.14877433814468
2451544.5,10368000.0,2000-01-01 00:00:00.000,2000-04-30 00:00:00.000,26557.880361214175,0.0011078842553006,1.6062276603786765,0.0030964062226311,0.1774110082148132,-0.2583470037028799,-14.802192962025678,-1.846273976343345,-105.78370666931006,0.0001458742958389,4.99272e-10,1.06523111e-08,3.8091021800336784,-9.71972893389095,-9.716632527668319,-9.9749795313712,-9.725921746336212,-8.935398704114418,163.1005540768574,163.2779650850722,148.47577212304645,162.74573206042783,208.03936598757878
2451544.5,12960000.0,2000-01-01 00:00:00.000,2000-05-30 00:00:00.000,26557.597697636367,0.0010193217527127,1.6057585131773195,0.0037874840096998,0.2170068487290943,-0.3778899609906388,-21.651499885126924,-0.6716337063311282,-38.481776751502615,0.0001458766247464,4.926811e-10,1.06734998e-08,4.325185934232277,-9.696108051776621,-9.69232056776692,-10.07021052875756,-9.70368301979602,-8.551075716775605,164.45393093038456,164.67093777911361,143.01943789398672,164.01991723292633,230.05945113195253
2451544.5,15552000.0,2000-01-01 00:00:00.000,2000-06-29 00:00:00.000,26561.297030775106,0.0011773663542389,1.6055256898008667,0.0043395805235392,0.2486396488559785,-0.4628381034320637,-26.518669924496724,0.4732311780120757,27.114149234096104,0.0001458461502872,4.891753e-10,1.06784482e-08,4.84126968844001,-9.66780672177647,-9.66346714125293,-10.126305244684993,-9.676485882823547,-8.26627366990966,166.07547769400014,166.3241173428562,139.80544741835956,165.57819839628826,246.3774064140582
2451544.5,18144000.0,2000-01-01 00:00:00.000,2000-07-29 00:00:00.000,26557.214613298696,0.0011647753235162,1.6057702698498404,0.0048914466259424,0.2802592473800111,-0.6171713901985088,-35.36131589459626,1.6913715952823423,96.90845399798741,0.0001458797811346,4.928707e-10,1.06735307e-08,5.357353442656879,-9.635615233603982,-9.63072378697804,-10.247895177176547,-9.645398126855866,-7.769426723130628,167.919914102529,168.20017334990905,132.8388574553129,167.359395607769,274.84463952845783
2451544.5,20736000.0,2000-01-01 00:00:00.000,2000-08-28 00:00:00.000,26557.442030300503,0.0013163095377149,1.6062742553729343,0.0056086581532528,0.321352440913031,-0.6150491929740379,-35.2397229503397,2.7558612203725206,157.89921685111787,0.0001458779073394,4.999563e-10,1.06508793e-08,5.873437196882883,-9.600453708214031,-9.59484505006078,-10.209894243034817,-9.611671024520536,-7.73848015483216,169.9345211086153,170.25587354952825,135.01615059918856,169.29181622678925,276.61774728237344
2451544.5,23328000.0,2000-01-01 00:00:00.000,2000-09-27 00:00:00.000,26560.99488932107,0.0012630638554236,1.6064988454030091,0.0064978280728037,0.3722981245732824,-0.67527151273342,-38.6902077050396,-2.3975153742542683,-137.3675122624976,0.0001458486388778,5.02896e-10,1.0635812e-08,6.389520951118023,-15.84533096115093,-15.838833133078126,-16.514104645811546,-15.858326617296537,-13.800022938732258,172.12941093807956,172.50170906265282,133.81150135761322,171.38481468893292,289.31692842691814
