t0,interval,date,x,y,z,MEGNO (avg),vx,vy,vz,MEGNO (non-avg)
2451544.50000000000000000000,0.00000000000000000000, 2000  1  1    0H  0M  0.000000S,26535.93750000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.13532806519458601135,3.87528875119906990321,0.00000000000000000000
2451544.50000000000000000000,2592000.00000000000000000000, 2000  1 31    0H  0M  0.000000S,13416.56347884702336159535,-798.17767238269675544871,22896.61793185456917854026,1.97551269165017129303,-3.34241642746912726025,-0.07096923593623935544,1.95993825141806743417,1.98043253486919179629
2451544.50000000000000000000,5184000.00000000000000000000, 2000  3  1    0H  0M  0.000000S,-13034.71781156376891885884,-842.42867866409744692646,23146.52913127753708977252,1.97329947968302388261,-3.37520187928550852163,0.06293242090066061833,-1.89489038014469524107,1.98049640852945851854
2451544.50000000000000000000,7776000.00000000000000000000, 2000  3 31    0H  0M  0.000000S,-26584.90877394592098426074,-73.06831374020363512045,372.28386546847616500600,1.95817930252326899421,-0.05357105309854026665,0.13814020167214119406,-3.86723859644901324373,1.97630850358205933937
2451544.50000000000000000000,10368000.00000000000000000000, 2000  4 30    0H  0M  0.000000S,-13568.67712677269992127549,767.10250728880055248737,-22826.52690965560032054782,1.93201178267293416368,3.33175323914356047439,0.08025138562298417266,-1.97297932681839438551,1.96852238514228616850
2451544.50000000000000000000,12960000.00000000000000000000, 2000  5 30    0H  0M  0.000000S,13182.34011408997503167484,854.90621225228346702352,-23014.70150381179337273352,1.89517122425043571532,3.36373123357592396232,-0.05467679343387496504,1.92748179865316959791,1.95745771915744937175
2451544.50000000000000000000,15552000.00000000000000000000, 2000  6 29    0H  0M  0.000000S,26531.52050447156216250733,104.57128500293174511171,304.08735042669286485761,1.84827106025206355788,-0.04180219114870009633,-0.13482537543920913858,3.87535371743368717290,1.94322639509184136308
2451544.50000000000000000000,18144000.00000000000000000000, 2000  7 29    0H  0M  0.000000S,12604.40957166939915623516,-755.94437507964858014020,23367.55401288717257557437,1.79219426621532518240,-3.40749219345982901075,-0.08106294945028197363,1.84046226759920461546,1.92583921768728649759
2451544.50000000000000000000,20736000.00000000000000000000, 2000  8 28    0H  0M  0.000000S,-14366.53553013408236438408,-874.12125025123714294750,22357.50525959926380892284,1.72741068764545735448,-3.25696850842856555630,0.05585731077085628882,-2.08840990504672818773,1.90524710478957515214
2451544.50000000000000000000,23328000.00000000000000000000, 2000  9 27    0H  0M  0.000000S,-26525.72788065139684476890,-108.73528076022452637517,-1781.34169517632130919083,1.65214808145650282611,0.26188809338105345503,0.13953534618055846162,-3.85889136558881773453,1.88135709716350674192
2451544.50000000000000000000,25920000.00000000000000000000, 2000 10 27    0H  0M  0.000000S,-11108.62459373733872780576,770.52496625673154539982,-24101.87564549769740551710,1.56362965969969969215,3.52169098300548233382,0.08308375576046309052,-1.61485421975646392667,1.85403876273771772709
2451544.50000000000000000000,28512000.00000000000000000000, 2000 11 26    0H  0M  0.000000S,16005.76579345899153850041,863.60181316615398827707,-21129.99560621995260589756,1.46143508054818616060,3.09252894579403658781,-0.05654970434086570297,2.34141796690989645313,1.82312679887053574745
2451544.50000000000000000000,31104000.00000000000000000000, 2000 12 26    0H  0M  0.000000S,26187.98521052474097814411,75.40713795488676396417,4278.19615616515602596337,1.34642131066382075844,-0.61982959253416736178,-0.13739570760500077751,3.82525126189618802641,1.78841954260897639806
2451544.50000000000000000000,33696000.00000000000000000000, 2001  1 25    0H  0M  0.000000S,8461.61777701449864252936,-801.90306750872548491316,25181.44635627148454659618,1.21846879651231088104,-3.66779956354395508811,-0.07622188830860751607,1.23574704941781154943,1.74967193348117056040
2451544.50000000000000000000,36288000.00000000000000000000, 2001  2 24    0H  0M  0.000000S,-18319.36648785077341017313,-860.94138601014367395692,19270.63155074241149122827,1.07429596502179558470,-2.80424715409143132661,0.06692832086211913944,-2.66266465299747023820,1.70658276198352765185
2451544.50000000000000000000,38880000.00000000000000000000, 2001  3 26    0H  0M  0.000000S,-25584.96895540444529615343,-16.18611495249876952585,-7203.27299950469932809938,0.90713913134173973507,1.05406613527533421504,0.14352308431358773433,-3.72203261431739429455,1.65877614569824682889
2451544.50000000000000000000,41472000.00000000000000000000, 2001  4 25    0H  0M  0.000000S,-5403.05377094834057061234,850.31096470567581491196,-25959.80935214267810806632,0.71157517260608116327,3.79760969261175773681,0.07109197797592199664,-0.78231032715031112446,1.60577613456620360566
2451544.50000000000000000000,44064000.00000000000000000000, 2001  5 25    0H  0M  0.000000S,20648.11638900883917813189,824.61685526585222305584,-16605.30038546695868717507,0.48723055928417718929,2.43471264023298328283,-0.07505255846647451712,3.02155652282078435178,1.54696888718398062323
